country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Togo,TG,TGO,768,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,45,Total,Units,Index,,Free,,Total
Togo,TG,TGO,768,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,51,Total,Units,Index,,Free,,Total
Togo,TG,TGO,768,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,51,Total,Units,Index,,Free,,Total
Togo,TG,TGO,768,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,52,Total,Units,Index,,Free,,Total
Togo,TG,TGO,768,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,52,Total,Units,Index,,Free,,Total
Tonga,TO,TON,776,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,69,Total,Units,Index,,Free,,Total
Tonga,TO,TON,776,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,71,Total,Units,Index,,Free,,Total
Tonga,TO,TON,776,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,72,Total,Units,Index,,Free,,Total
Tonga,TO,TON,776,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,74,Total,Units,Index,,Free,,Total
Tonga,TO,TON,776,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,76,Total,Units,Index,,Free,,Total
Tonga,TO,TON,776,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,76,Total,Units,Index,,Free,,Total
Tonga,TO,TON,776,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,77,Total,Units,Index,,Free,,Total
Trinidad and Tobago,TT,TTO,780,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,76,Total,Units,Index,,Free,,Total
Trinidad and Tobago,TT,TTO,780,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,77,Total,Units,Index,,Free,,Total
Trinidad and Tobago,TT,TTO,780,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,77,Total,Units,Index,,Free,,Total
Trinidad and Tobago,TT,TTO,780,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,81,Total,Units,Index,,Free,,Total
Trinidad and Tobago,TT,TTO,780,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,80,Total,Units,Index,,Free,,Total
Trinidad and Tobago,TT,TTO,780,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,81,Total,Units,Index,,Free,,Total
Trinidad and Tobago,TT,TTO,780,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,82,Total,Units,Index,,Free,,Total
Tunisia,TN,TUN,788,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,64,Total,Units,Index,,Free,,Total
Tunisia,TN,TUN,788,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,72,Total,Units,Index,,Free,,Total
Tunisia,TN,TUN,788,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,77,Total,Units,Index,,Free,,Total
Tunisia,TN,TUN,788,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,83,Total,Units,Index,,Free,,Total
Tunisia,TN,TUN,788,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,85,Total,Units,Index,,Free,,Total
Tunisia,TN,TUN,788,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,86,Total,Units,Index,,Free,,Total
Tunisia,TN,TUN,788,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,86,Total,Units,Index,,Free,,Total
Turkmenistan,TM,TKM,795,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,76,Total,Units,Index,,Free,,Total
Turkmenistan,TM,TKM,795,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,77,Total,Units,Index,,Free,,Total
Turkmenistan,TM,TKM,795,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,77,Total,Units,Index,,Free,,Total
Turkmenistan,TM,TKM,795,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,78,Total,Units,Index,,Free,,Total
Turkmenistan,TM,TKM,795,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,78,Total,Units,Index,,Free,,Total
Turkmenistan,TM,TKM,795,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,78,Total,Units,Index,,Free,,Total
Turkmenistan,TM,TKM,795,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,78,Total,Units,Index,,Free,,Total
Tuvalu,TV,TUV,798,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,60,Total,Units,Index,,Free,,Total
Tuvalu,TV,TUV,798,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,63,Total,Units,Index,,Free,,Total
Tuvalu,TV,TUV,798,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,63,Total,Units,Index,,Free,,Total
Tuvalu,TV,TUV,798,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,65,Total,Units,Index,,Free,,Total
Tuvalu,TV,TUV,798,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,65,Total,Units,Index,,Free,,Total
Tuvalu,TV,TUV,798,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,64,Total,Units,Index,,Free,,Total
Tuvalu,TV,TUV,798,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,65,Total,Units,Index,,Free,,Total
Turkey,TR,TUR,792,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,57,Total,Units,Index,,Free,,Total
Turkey,TR,TUR,792,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,63,Total,Units,Index,,Free,,Total
Turkey,TR,TUR,792,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,68,Total,Units,Index,,Free,,Total
Turkey,TR,TUR,792,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,69,Total,Units,Index,,Free,,Total
Turkey,TR,TUR,792,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,69,Total,Units,Index,,Free,,Total
Turkey,TR,TUR,792,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,70,Total,Units,Index,,Free,,Total
Turkey,TR,TUR,792,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,69,Total,Units,Index,,Free,,Total
Uganda,UG,UGA,800,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,47,Total,Units,Index,,Free,,Total
Uganda,UG,UGA,800,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,51,Total,Units,Index,,Free,,Total
Uganda,UG,UGA,800,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,58,Total,Units,Index,,Free,,Total
Uganda,UG,UGA,800,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,65,Total,Units,Index,,Free,,Total
Uganda,UG,UGA,800,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,67,Total,Units,Index,,Free,,Total
Uganda,UG,UGA,800,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,67,Total,Units,Index,,Free,,Total
Uganda,UG,UGA,800,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,68,Total,Units,Index,,Free,,Total
Ukraine,UA,UKR,804,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,79,Total,Units,Index,,Free,,Total
Ukraine,UA,UKR,804,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,80,Total,Units,Index,,Free,,Total
Ukraine,UA,UKR,804,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,72,Total,Units,Index,,Free,,Total
Ukraine,UA,UKR,804,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,59,Total,Units,Index,,Free,,Total
Ukraine,UA,UKR,804,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,72,Total,Units,Index,,Free,,Total
Ukraine,UA,UKR,804,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,82,Total,Units,Index,,Free,,Total
Ukraine,UA,UKR,804,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,82,Total,Units,Index,,Free,,Total
United Arab Emirates,AE,ARE,784,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,78,Total,Units,Index,,Free,,Total
United Arab Emirates,AE,ARE,784,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,80,Total,Units,Index,,Free,,Total
United Arab Emirates,AE,ARE,784,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,81,Total,Units,Index,,Free,,Total
United Arab Emirates,AE,ARE,784,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,84,Total,Units,Index,,Free,,Total
United Arab Emirates,AE,ARE,784,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,83,Total,Units,Index,,Free,,Total
United Arab Emirates,AE,ARE,784,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,84,Total,Units,Index,,Free,,Total
United Arab Emirates,AE,ARE,784,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,84,Total,Units,Index,,Free,,Total
United Kingdom,GB,GBR,826,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,89,Total,Units,Index,,Free,,Total
United Kingdom,GB,GBR,826,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,90,Total,Units,Index,,Free,,Total
United Kingdom,GB,GBR,826,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,91,Total,Units,Index,,Free,,Total
United Kingdom,GB,GBR,826,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,91,Total,Units,Index,,Free,,Total
United Kingdom,GB,GBR,826,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,91,Total,Units,Index,,Free,,Total
